set_id,design_group,model,reps,seed,t_end,Q0,A0,P0,N0,M0,G0,k_qa,k_aq,b_a,d_a,b_p,k_pn,d_p,k_nm,d_n,k_mg,d_m,d_g,eff_mean,eff_cv,tx_activation,tx_prolif,tx_maturation,tx_integration,tx_eff,tx_survival,tau
S001841,structural_proliferation,proliferation,3,1862266351,56.0,60,4,8,10,15,12,0.02337052813708926,0.03201770746373132,0.1598657434257042,0.02867668958362891,0.17375073825863582,0.14109546799015077,0.08209582596929188,0.10417380389954309,0.046735125704829246,0.07446842310802033,0.020150503047757336,0.0021896907530522007,0.5989818852005739,0.22207136465600014,0.9661652957568951,1.1526530082702267,0.916464453489699,1.1816497948441376,1.0489788013079864,0.8110895837963623,14.0
S001842,structural_proliferation,proliferation,3,1863266354,56.0,60,4,8,10,15,12,0.019583014691854254,0.05668126098353892,0.21669777138612725,0.045146358563961084,0.18284634582795573,0.18635168785670872,0.07377055673806904,0.05896186242406407,0.07582271311437536,0.027483699771369403,0.01841954778224388,0.006144056222404548,0.37162915251330475,0.43986054160791976,1.2493304539723602,0.9666238228638498,1.006957094100813,1.1935391651986218,1.1123600814457661,0.9250027857925541,14.0
S001843,structural_proliferation,proliferation,3,1864266357,56.0,60,4,8,10,15,12,0.022931498922211833,0.04179055386838683,0.1891443963754363,0.0232664654001006,0.10535484788250478,0.14256350715978536,0.10198386156619016,0.049930617328114456,0.036492917634343675,0.023885768362641762,0.012224549013749595,0.0032050087851321642,0.6230054266997258,0.15998040938311564,1.0701527177891017,1.2484085849841238,1.3797027108859032,1.0504651869634294,0.9909166212072497,0.8398713023337165,14.0
S001844,structural_proliferation,proliferation,3,1865266360,56.0,60,4,8,10,15,12,0.023702660600081454,0.033653448283913354,0.2998447005792707,0.04696625763862233,0.16472563457739342,0.17839670934204174,0.0739897863738265,0.058521340373821604,0.020996734507595958,0.07319999902982838,0.008877371811397803,0.0036664784871544656,0.43780218382182085,0.37760132986394357,1.1554711768364352,1.0156473494746203,1.1824692243492914,1.1127543353188405,1.2045277267370744,0.868625611758797,14.0
S001845,structural_proliferation,proliferation,3,1866266363,56.0,60,4,8,10,15,12,0.01408494935384297,0.062125645496318986,0.2605435794716887,0.04653780670040659,0.1481735986602949,0.18966141135362344,0.08842775093930752,0.05561060581153958,0.0415437336349016,0.035350134636905124,0.024890078635872642,0.0013801878316925334,0.5974620777171622,0.18264645644838728,1.0578317989159207,1.148170215301437,0.9933811551366165,1.0188738894049634,1.324283539485318,0.8720083269871972,14.0
S001846,structural_proliferation,proliferation,3,1867266366,56.0,60,4,8,10,15,12,0.02707694980394102,0.04096141142978307,0.19377681236571515,0.018048087334379483,0.20936680551101333,0.17620018934846413,0.1732411654284492,0.05514954645446975,0.03988966937421272,0.08465196360893106,0.026678610854242613,0.006436508708983169,0.6737982816622037,0.15407977646858695,1.0212056964587757,0.9712492520956872,1.009838751205577,0.9807991093031465,0.949477398770667,1.0325327570911829,14.0
S001847,structural_proliferation,proliferation,3,1868266369,56.0,60,4,8,10,15,12,0.012283838752404642,0.08334767693388967,0.1494277517153188,0.01944665284193816,0.1582640476880921,0.2927929592297271,0.0651072218970671,0.07099286531812041,0.05130333527774972,0.02624464739970432,0.030483011358174196,0.0018529595996645584,0.8143581193512005,0.3071023869970697,1.006363470858272,1.1060427143540412,1.3981967715979626,1.090994909967613,0.9667596411519871,0.9505024525369333,14.0
S001848,structural_proliferation,proliferation,3,1869266372,56.0,60,4,8,10,15,12,0.020875645150987984,0.08426414174035285,0.2115237977457983,0.03842551302853381,0.1054314434523811,0.29192619357879834,0.08607951081768127,0.10085698926409077,0.04125918570894507,0.04109894779528615,0.03328896289552463,0.0016727565738542873,0.6018187842258068,0.17186988867972514,1.0058155438020724,1.0367880250259136,1.4784208763043722,1.4285913183069023,1.1701579008888165,0.8949851110025038,14.0
S001849,structural_proliferation,proliferation,3,1870266375,56.0,60,4,8,10,15,12,0.028127294217590314,0.03732878784516928,0.21031485449703993,0.027832218407411013,0.17493698199250032,0.1593843222563248,0.1368445205724423,0.1235473255391945,0.025041148230794483,0.03053918952446588,0.015241741204104192,0.001171326864400133,0.3756088469991682,0.3608421640727605,1.1539982622265845,1.2046227738835689,0.9719179859696119,1.312939542244194,1.1943203523884967,0.9619327589320408,14.0
S001850,structural_proliferation,proliferation,3,1871266378,56.0,60,4,8,10,15,12,0.015825277161611046,0.05570820740380238,0.27378925247075714,0.03282365368836346,0.20526697578187125,0.22611996195382827,0.09971019938753907,0.06199743342133774,0.04292344248226192,0.02163968399172475,0.024784918867214383,0.008331409725961428,0.4342420255157921,0.2625159003396875,1.2315475059844885,1.107445716632251,1.392853276170461,0.8927031980055952,1.3510971364363598,1.034351891200069,14.0
S001851,structural_proliferation,proliferation,3,1872266381,56.0,60,4,8,10,15,12,0.013603049278221528,0.05031936381349541,0.17927770951376482,0.015024362870374655,0.2062714963764197,0.19120795674091107,0.08526427670854334,0.0670947859187493,0.05343190160146482,0.06665729530296301,0.04332509865963893,0.007366326168109273,0.6644421997982436,0.354865832421681,1.1403865327653921,1.0306580607482578,1.333896880731865,0.8880622516307668,1.2907369470206538,0.8617129484236956,14.0
S001852,structural_proliferation,proliferation,3,1873266384,56.0,60,4,8,10,15,12,0.027258344590282136,0.0339037370368046,0.27060137806190526,0.057005577426362024,0.17874424318929544,0.26455776490729466,0.06574033253396686,0.04724786797391521,0.027781371033012633,0.04219303244303105,0.008836686578041113,0.0015454030684941482,0.41006668099496757,0.2933545442701072,0.9985983411661927,0.9990185764669598,1.314931300133491,1.3069105181352016,0.8822909742294455,0.7350558167929842,14.0
S001853,structural_proliferation,proliferation,3,1874266387,56.0,60,4,8,10,15,12,0.019694279703288433,0.06442706945507495,0.16886121752569694,0.026098817641377996,0.19111192492531662,0.23947135280885504,0.060802652053857396,0.07580575771048713,0.02838274587816911,0.06799056149690033,0.014501349551267995,0.009851770102341999,0.3722100147233072,0.21825363818033916,1.0130176279927343,1.2141264989019527,1.2360901228698147,1.2172728017394714,1.1237036625599146,0.723460607071215,14.0
S001854,structural_proliferation,proliferation,3,1875266390,56.0,60,4,8,10,15,12,0.020275726393255367,0.033146815273873316,0.16521650526438508,0.054018082277320766,0.11508381081857347,0.258177265227334,0.08933452507237376,0.04684230628744596,0.027466476013735083,0.039028857857180965,0.017187674662400242,0.004918365921842072,0.7134923862704857,0.42626900523415256,1.32786230949701,0.9804982322672138,1.3748926872283782,1.159004715096207,0.8943601673569066,0.7427619850502759,14.0
S001855,structural_proliferation,proliferation,3,1876266393,56.0,60,4,8,10,15,12,0.03196503867797851,0.033783325774904324,0.23598592435209872,0.027629336521688693,0.11806319716757843,0.210328637028065,0.15806984486587364,0.04926411888835229,0.06535459214491032,0.08020074091341148,0.00860986118667046,0.007774070705325403,0.6757595085622119,0.3802627383374302,1.1497395255081169,1.1732877357181484,1.0654075156681013,0.9649805105590264,1.2413330910995115,0.7693256652281586,14.0
S001856,structural_proliferation,proliferation,3,1877266396,56.0,60,4,8,10,15,12,0.014830805496627368,0.04341392883626919,0.12092430132500422,0.0407712768628659,0.13800820350026632,0.15776191836556386,0.11629392775548422,0.051545718610906156,0.02762510143497719,0.059381191252189144,0.009774391030254848,0.005767621343037553,0.6615400037352738,0.42354534664235954,0.9578152217488876,0.9881816100266896,1.2268745708101718,1.2516413311343868,1.1377835654140591,0.7968663249387422,14.0
S001857,structural_proliferation,proliferation,3,1878266399,56.0,60,4,8,10,15,12,0.022729936619410463,0.06852780255626373,0.1631330184274999,0.04223977492014283,0.16027565890524983,0.2539000390666016,0.13745616355528234,0.05111666456257542,0.0351006939297778,0.02979549048296432,0.03765713669331826,0.005545566971633256,0.6383021057635712,0.36816746338191797,1.2646119922021504,1.0621731640778171,1.3203020429569556,1.0047511819984485,0.960161352356495,0.8153939941339998,14.0
S001858,structural_proliferation,proliferation,3,1879266402,56.0,60,4,8,10,15,12,0.03186883070399115,0.07310319677878362,0.20752748899966178,0.03175586907350301,0.12480728317533879,0.27886777427219284,0.06638737300244169,0.10367356620287631,0.04512483879258348,0.021068293776161897,0.02902117871191727,0.0029715242191326926,0.8809159973505869,0.29871304574320445,1.0519301040146067,1.120550158793478,1.3401430984747444,0.9003191065642042,1.1350268012353395,0.9677951890633089,14.0
S001859,structural_proliferation,proliferation,3,1880266405,56.0,60,4,8,10,15,12,0.015573353739114207,0.07710601152552313,0.2222483988945083,0.03964482880084998,0.15099884884703643,0.22759608498201073,0.09614751123049486,0.06456441320191358,0.02231249103474839,0.034907830533771035,0.02641711500536059,0.010365487522466613,0.6266634419816353,0.1909625195853268,1.3413229944656826,1.1896577405179194,1.1927640832949702,1.301544431457531,1.2318907261726662,0.8840482966467659,14.0
S001860,structural_proliferation,proliferation,3,1881266408,56.0,60,4,8,10,15,12,0.030725659418634834,0.06196582112915329,0.17794289202084107,0.026904129666029248,0.21693751141219178,0.19455956545817246,0.17770024122750805,0.05806299038060646,0.0837807383959614,0.03917322071836201,0.032091066618376976,0.0014620865253751813,0.7242684091079896,0.34689772263705054,1.2792407782939748,1.287827540666974,1.1812008199783803,1.4436144200660292,0.853987349747021,0.7214165722468868,14.0
S001861,structural_proliferation,proliferation,3,1882266411,56.0,60,4,8,10,15,12,0.017485642110500865,0.040025817081769464,0.2913107602291727,0.04702254401760591,0.14437452625370126,0.19686375693906505,0.07860052751246333,0.08545571163156598,0.06604193629077063,0.06380388913931397,0.018121871253452687,0.0032682437088191775,0.4736907823513695,0.21554945199605136,1.0224498350601379,1.0523835963007302,1.121773637772933,1.0552731288822252,0.9054719507068411,0.8268697502971238,14.0
S001862,structural_proliferation,proliferation,3,1883266414,56.0,60,4,8,10,15,12,0.016209797033390396,0.0440282018593944,0.1543830948760931,0.021651938000745885,0.21984028033752284,0.14572647847766418,0.09439720436507508,0.12917969342233854,0.03221353377566859,0.08142220983930691,0.016510390825084993,0.001233985451088927,0.7752570609882352,0.26881843220446666,1.2859256951423206,1.0605405828010173,1.0755262353339563,0.9788256514607433,1.0908916890859224,0.8081269823538697,14.0
S001863,structural_proliferation,proliferation,3,1884266417,56.0,60,4,8,10,15,12,0.0329532155821015,0.049713298941302074,0.2631310921250599,0.021577368295550577,0.11638799661832128,0.147677508820645,0.11947061584908758,0.09078380795565022,0.07801516381037003,0.026726829620844838,0.011800811502236826,0.004668613308604385,0.44785732260547667,0.235544697088871,1.08343128792263,1.0240645257996417,1.3275735319617794,0.9753059779188803,1.221899594070012,0.7763835300447472,14.0
S001864,structural_proliferation,proliferation,3,1885266420,56.0,60,4,8,10,15,12,0.013929722322964947,0.059267516494944994,0.212764763092308,0.033976682363744355,0.16703765891618777,0.17561397138704887,0.06257767785777775,0.07370484221428812,0.021845004267083117,0.037505001002463144,0.04321464662781486,0.004316503494194484,0.5530062062082935,0.2015048169897855,1.3429050972570367,0.969108376156201,1.2464639636117125,0.9380466863293877,1.2608901803366104,0.8413412453942346,14.0
S001865,structural_proliferation,proliferation,3,1886266423,56.0,60,4,8,10,15,12,0.03403108550755915,0.08301979999096264,0.19439055674354921,0.02841274514277611,0.20082027962493654,0.24040872507700206,0.13583138622029486,0.09927335748259641,0.03931676569564266,0.05859174805572151,0.017548667699346775,0.0010006659793279226,0.5050963832038984,0.36361922284993564,1.082277508242008,1.1918054284845163,1.1594783908779946,1.4205922980763805,1.2454966318058274,0.9166846208366797,14.0
S001866,structural_proliferation,proliferation,3,1887266426,56.0,60,4,8,10,15,12,0.02952281984563952,0.06342687387074378,0.12524159105577307,0.049450293596330366,0.17437452132749967,0.22865144615460048,0.10670037094997513,0.10838688882343307,0.03185504053252038,0.028167627497252483,0.015696080351661597,0.006300869055590387,0.8571026766548951,0.254278131471658,1.0888015045097752,1.2988691687209806,1.0614777064537748,1.2717632345039669,1.198209106208396,1.0129372420980947,14.0
S001867,structural_proliferation,proliferation,3,1888266429,56.0,60,4,8,10,15,12,0.012247571717503472,0.05563340204912117,0.16957572857038963,0.018862098678708743,0.11301969673243197,0.21271697704175466,0.0834541518574257,0.05464253126275915,0.04120127480567095,0.02412538454793712,0.009714162355139914,0.002340185987700437,0.42550025029677657,0.3249232693530989,1.1873311800747337,1.0601492341237884,1.0171178554783185,1.2615129695409693,1.3424036721099257,0.8435595080288791,14.0
S001868,structural_proliferation,proliferation,3,1889266432,56.0,60,4,8,10,15,12,0.014319048021706863,0.08449313927126577,0.13783329182460702,0.03830490017974415,0.10962275390037195,0.28953575031427237,0.14795085614692283,0.05739851346499164,0.038957031756749236,0.07179318956575942,0.009162366663845177,0.0018396080998618074,0.5165129045571016,0.14426350298525406,1.0485116238885872,1.265319138169627,0.9066675973912479,1.097894639325409,1.0248909096916514,0.7805305387571977,14.0
S001869,structural_proliferation,proliferation,3,1890266435,56.0,60,4,8,10,15,12,0.013827404347979749,0.041531647709082256,0.2784928388789826,0.02034282398825059,0.18556778467013144,0.1981437911601458,0.1050264559017747,0.04875457007424016,0.023573581410914295,0.0755121360139753,0.012654763654632696,0.0024079684499508525,0.38739392036075637,0.3050734749357883,0.9693499697873816,1.239366527863758,1.0374804543675236,0.9459303592146808,1.1689849537428458,0.952475358492179,14.0
S001870,structural_proliferation,proliferation,3,1891266438,56.0,60,4,8,10,15,12,0.014178395092388975,0.05049685188819726,0.2515146495556995,0.041226354509612435,0.12743880328919502,0.1626210916527604,0.15714464781223803,0.049591450919528865,0.020293133617526306,0.06820867838381466,0.010440298845550817,0.01145949997440824,0.49817061441742416,0.13489189208787833,1.2230925134213035,1.2263760212973724,1.3659615944934376,0.8976836627877086,1.0672196335451154,0.9091220639190355,14.0
S001871,structural_proliferation,proliferation,3,1892266441,56.0,60,4,8,10,15,12,0.02908015299790855,0.05375133476838458,0.2823862957416235,0.02368496060001034,0.12430070818967284,0.16752754778188533,0.10934953783498189,0.12865393713502069,0.06872445201637385,0.03147286979872114,0.00912902559741728,0.002085775858609248,0.5852807888790379,0.2788084492338113,1.0533223134745615,0.9795078623700143,1.371113272416585,1.1268876606367668,1.0270070922261532,0.8260162578707964,14.0
S001872,structural_proliferation,proliferation,3,1893266444,56.0,60,4,8,10,15,12,0.013591527183352296,0.04106890829437787,0.19057570874479335,0.05880911800698411,0.11444278370421189,0.26177158197225636,0.078369409098092,0.07517093635539175,0.051214684848750566,0.02457705596128946,0.040487715703201754,0.007122386938093135,0.7466864594373931,0.2328127879665992,0.9967519749976865,1.0199519560202173,1.300589217304286,1.3606032900642404,1.1669987970810447,0.9606230926007412,14.0
S001873,structural_proliferation,proliferation,3,1894266447,56.0,60,4,8,10,15,12,0.029271235704640183,0.06978261666856517,0.14649021274859764,0.018766369259978953,0.1002863182843319,0.14689696130850002,0.16521241242425594,0.11011859368829179,0.08021153036679121,0.06432538457404512,0.019689777956504267,0.009010437534682237,0.8668299804333051,0.1518167317959263,1.1782947304537483,0.9814376792506798,1.0802834193602981,1.3792065169338534,1.379081035016887,0.8226891299956912,14.0
S001874,structural_proliferation,proliferation,3,1895266450,56.0,60,4,8,10,15,12,0.012178083258863322,0.07269480585945115,0.15499239371015575,0.03470413730292258,0.21474886664579218,0.29684009967073843,0.06676615825420373,0.09942781225716597,0.07622812463936735,0.0206642012503949,0.025234718561903652,0.0026603073753664816,0.7854710790132933,0.3142992519312855,1.1013754032745613,0.9785130707291386,1.3093913179953272,1.2985260422994203,0.8652944498169269,1.0331083995949775,14.0
S001875,structural_proliferation,proliferation,3,1896266453,56.0,60,4,8,10,15,12,0.025186121319916367,0.05884779436268965,0.1809986434760006,0.015657557965146337,0.21620787136282996,0.2451634404334343,0.1644133703137995,0.07139170793610267,0.07668060718810149,0.04520530324949732,0.023445211174741562,0.0012086671368849934,0.5511539638171492,0.18958239577481834,0.9531210056128514,0.9932474485039977,1.3250150165174077,0.98888961409213,1.0206494038569256,0.785827153272901,14.0
S001876,structural_proliferation,proliferation,3,1897266456,56.0,60,4,8,10,15,12,0.016512455473983865,0.04293548234970044,0.1313627267742967,0.054644613542142124,0.13996003431590703,0.29397389527922896,0.12478585171247927,0.06491870821443063,0.05713868090263414,0.06873345666539729,0.011694782747101585,0.0014382242412944134,0.44103193869555857,0.2459561664731813,1.3109473142235013,1.1136474045930502,0.9214757137865976,1.0701573127420023,1.2270744667667297,0.9264664448380421,14.0
S001877,structural_proliferation,proliferation,3,1898266459,56.0,60,4,8,10,15,12,0.023974705796460154,0.06665775462669234,0.2278705935716229,0.019412116345087892,0.11198244635241843,0.1681471697998296,0.1692816582893352,0.06183150411427473,0.026272123653005842,0.0804368549669049,0.008302496826826686,0.0016902664314492593,0.8067497291390255,0.41582419864938347,1.0358204716076231,1.0438057307374828,1.2182139557678655,1.351837602222911,0.95330385498996,0.724015824919534,14.0
S001878,structural_proliferation,proliferation,3,1899266462,56.0,60,4,8,10,15,12,0.02146276675212661,0.051786266126594135,0.2629705544582637,0.03529686457148753,0.1497940707679152,0.16066004361387945,0.08910110629846416,0.09643762833822342,0.08445766192499793,0.05170463410072642,0.0282447953813435,0.010783692560902502,0.6992859502292283,0.3848079456767475,1.1678180873515935,1.0852475099636951,0.9007905927586987,1.0270468752480952,0.944622722276225,0.7465191642680489,14.0
S001879,structural_proliferation,proliferation,3,1900266465,56.0,60,4,8,10,15,12,0.014097672343934527,0.04319861777720263,0.12484236293391901,0.05909419589772192,0.12442177115241503,0.20780296085560646,0.08045845079486379,0.08827249555601469,0.042353923511137884,0.04242833761440156,0.009870277801462731,0.0011939201739973675,0.39927027468353044,0.3943542516240165,1.0625141316916673,0.9959829860997946,1.3596080351678324,0.8658804926832916,1.328744616111408,0.9020240812530845,14.0
S001880,structural_proliferation,proliferation,3,1901266468,56.0,60,4,8,10,15,12,0.028486738902319668,0.07099910192929433,0.2546107213738609,0.04486570814985014,0.1841651038419336,0.22396330154797175,0.06765567107456319,0.12590179954293376,0.08336341819126676,0.05606395968280262,0.016069567194257273,0.0047617627343527055,0.87652517686333,0.35181504547571674,1.1915935645676419,1.0357500849743304,0.9606643640233932,0.87822875361429,1.3902954205889342,0.7711284380670168,14.0
S001881,structural_proliferation,proliferation,3,1902266471,56.0,60,4,8,10,15,12,0.025996151877454955,0.06712701246820602,0.23916523048777552,0.054436684507894934,0.16582254147496034,0.24129767009661335,0.11701787479051817,0.046680901712220904,0.07206879987814138,0.07881280246513778,0.00880366159862702,0.005987539702335795,0.4590622061764586,0.12106260419629533,1.322245965213085,1.0898245668196842,1.043522692056181,1.1013104150703705,1.330051800245833,0.7417358812688636,14.0
S001882,structural_proliferation,proliferation,3,1903266474,56.0,60,4,8,10,15,12,0.013731341444300167,0.05998699696935051,0.17422018844048132,0.028867621192856973,0.10457369998422247,0.2292893972034378,0.07240980492056606,0.052562668874188284,0.07075584788253884,0.07624639601515275,0.010883693176677537,0.0012171940391947822,0.5290658618718047,0.39543541612694966,1.2929957196910429,1.0041810603223345,1.4827480799387833,1.4367364605720687,1.0137631921131989,0.8393883942229784,14.0
S001883,structural_proliferation,proliferation,3,1904266477,56.0,60,4,8,10,15,12,0.01781788806307853,0.05281538916241091,0.3192314858325276,0.016142723688220895,0.14518384088852596,0.20342377783782753,0.10468136052206253,0.046233615071280786,0.038371842894380274,0.04072445253197075,0.025801192887828846,0.0019054169653193677,0.6961671005390714,0.3520465238247872,1.2463731367359048,1.0327920060174949,1.1017304227060627,1.0083503778307326,0.8716210714174061,1.0489408434235328,14.0
S001884,structural_proliferation,proliferation,3,1905266480,56.0,60,4,8,10,15,12,0.019803270871578176,0.07680978400897995,0.2907535992132995,0.04824688181615772,0.10055534018302868,0.21228314563646222,0.13312752795441946,0.06975587210095698,0.029601433752446008,0.08434817237778791,0.04259285579897367,0.002903949022176847,0.3774132754109298,0.13090498045137575,1.1426230869734393,1.025849784091432,1.466657352549379,1.3961007214162093,1.0071762635186312,0.8049653211854664,14.0
S001885,structural_proliferation,proliferation,3,1906266483,56.0,60,4,8,10,15,12,0.012392673136791175,0.03482054469390846,0.17386682893876892,0.05632655047682895,0.1419787193094573,0.2561837752651677,0.1202059409760738,0.08214078605988984,0.05226263803390967,0.031410470810465045,0.010237592728255335,0.007581413591362456,0.4430110627471706,0.12999386364312365,1.0735478835675183,1.0735587987290596,1.244026220889559,1.2001462205623454,1.0682128599762226,0.7567266568484488,14.0
S001886,structural_proliferation,proliferation,3,1907266486,56.0,60,4,8,10,15,12,0.02375283684709766,0.044702085058997656,0.22743234057154693,0.015134856510051732,0.17780142838263385,0.2241006654458186,0.07518315969106643,0.09773949589115259,0.036688908502853876,0.03121093572664449,0.01206474711764457,0.0024313681884535233,0.7279383639852293,0.2672337659501364,1.15819623882848,1.1684364446846076,1.3425243704921805,1.2320465059274455,1.0793943409054052,0.8332448554596376,14.0
S001887,structural_proliferation,proliferation,3,1908266489,56.0,60,4,8,10,15,12,0.023428980944165,0.05517839474509152,0.16330202635340674,0.0227725310399232,0.15865176457960195,0.15433080832455767,0.15738359861932127,0.0521206973374893,0.022743979367885123,0.02334477570361542,0.01543119601517187,0.010874954063644936,0.7216288668633694,0.25118665109119964,1.0862201664121796,1.0341228815993448,1.0953738144764602,0.9078910753983087,0.9836058684847554,0.9986491345894493,14.0
S001888,structural_proliferation,proliferation,3,1909266492,56.0,60,4,8,10,15,12,0.01900763434669612,0.03047127367316917,0.14099632360255313,0.047942576138344406,0.15010056556107262,0.19403790727050757,0.06918519502640594,0.04935645837265644,0.04674106257919541,0.04595988028642988,0.015791389884759522,0.0015679167337292641,0.38540821444876616,0.3997973485721208,0.9942489431516124,1.0382806432177494,1.0673795099886543,1.155785994470429,0.9015222801434468,0.9342801349828223,14.0
S001889,structural_proliferation,proliferation,3,1910266495,56.0,60,4,8,10,15,12,0.022040186462234726,0.03676135395672524,0.28280159663464327,0.048864131153469485,0.20001385381854514,0.16105442560601674,0.11433560381136901,0.1180990679655572,0.0681568549765921,0.03239377455366498,0.00896670977036963,0.00881664720960457,0.8871119053828755,0.17659257458838806,1.2267489848331832,1.0711937598089696,0.9677793429031493,1.1884322864949879,1.07104616015113,1.043725435633718,14.0
S001890,structural_proliferation,proliferation,3,1911266498,56.0,60,4,8,10,15,12,0.0144519116717681,0.040482522664864816,0.1483080501972901,0.042016338343596756,0.11599265071593357,0.1452862493048344,0.08751080101374178,0.09851943307535731,0.03450133361402017,0.03531727299464638,0.011363965431943042,0.0011286328307387595,0.735952831415006,0.14307342730205225,1.2587675090301105,1.2302282419983996,0.9147938777932931,0.9437406147547314,0.910214956944913,1.001239794893605,14.0
S001891,structural_proliferation,proliferation,3,1912266501,56.0,60,4,8,10,15,12,0.026217479457924176,0.03502198325411144,0.14605927619462727,0.01762905544708419,0.10370254090757776,0.1520773175811792,0.13881677284180685,0.051047229101005724,0.04462636079801698,0.022017140270525593,0.013279415795484277,0.009225594786892612,0.7167218597055833,0.25672661674162955,1.2724338394851118,1.0037976893002019,0.9596676351362557,1.213413892170582,1.1562909900079146,0.9561548509133436,14.0
S001892,structural_proliferation,proliferation,3,1913266504,56.0,60,4,8,10,15,12,0.02481989686986541,0.03296163910704334,0.19794396933288233,0.03598127667081773,0.1489052650436262,0.15498092063734284,0.09663023236305868,0.06882838314648201,0.038175311013007536,0.023593604308542238,0.028830626573117593,0.003594463817250965,0.8004646347288158,0.4053812336344256,1.3251717271992884,0.9605154600263431,1.4588908686192015,1.0338062813089186,1.3835022737441813,1.0266657819856715,14.0
S001893,structural_proliferation,proliferation,3,1914266507,56.0,60,4,8,10,15,12,0.018583569131952304,0.03126791856719685,0.1368247086086493,0.015390010763022806,0.101414975924842,0.18906658901361334,0.06707207176399371,0.06594072502222344,0.03401451986350445,0.030959110003310447,0.012322506504145235,0.00393753777130636,0.48649503294244334,0.10794703894059582,1.1192398947662414,1.2629607116102464,1.3698775544938449,1.0714660073067963,0.921493776202594,0.966471572040269,14.0
S001894,structural_proliferation,proliferation,3,1915266510,56.0,60,4,8,10,15,12,0.030815513994762945,0.06825062236618933,0.13550027954491,0.030717375195367245,0.16165494925498836,0.25349451015814717,0.07021538050732637,0.0960158379521953,0.06645211097128721,0.0440223016982084,0.032524470014428125,0.008671298169295105,0.5866563575465241,0.33956426000836076,1.1965700032760958,1.2170852956843234,1.4050749125033664,1.2638890384388008,1.063026701758817,0.8918917328801466,14.0
S001895,structural_proliferation,proliferation,3,1916266513,56.0,60,4,8,10,15,12,0.020968491927141272,0.03809538121318664,0.24004185265751013,0.027085668007559495,0.11564211104693094,0.24581610996333994,0.09518347353127382,0.12092915464998978,0.03560438728610614,0.06416913064332679,0.024340816349400562,0.001334585467582193,0.6719571230941765,0.12290079046427126,1.237612907598275,1.1280792663213524,1.1095790283457312,0.8997233024299883,0.9872842350719448,0.8224165155039583,14.0
S001896,structural_proliferation,proliferation,3,1917266516,56.0,60,4,8,10,15,12,0.017677836256859893,0.06732881930123753,0.25357158460039353,0.026254235567287426,0.11886057266378736,0.16917509896423977,0.08471531234599133,0.06792087388246743,0.050962347508882594,0.02547968769389996,0.017258856061019064,0.005400211511785039,0.7605965450138276,0.15689912399300368,1.2659292750192417,1.2459387373339974,1.0051982294654598,0.8965558404030844,1.0651621322680511,0.9435673471768318,14.0
S001897,structural_proliferation,proliferation,3,1918266519,56.0,60,4,8,10,15,12,0.03385344272102516,0.033304876220329786,0.18836516683098264,0.058395220345372964,0.1628674093588359,0.2820099297266546,0.08806555043124166,0.055671646199752935,0.056010714287586055,0.02326055203164183,0.012019607188557019,0.007675083399683442,0.44626228839766735,0.4215760918754865,1.0936939303969548,0.9846096935932614,1.1241625548726917,1.1350188781587547,0.8758071903310146,0.9811552846948304,14.0
S001898,structural_proliferation,proliferation,3,1919266522,56.0,60,4,8,10,15,12,0.012746147205935395,0.07795049511805052,0.14222431576996972,0.042229747484256744,0.12838985773961537,0.25927587224672,0.06961158993597692,0.052229304250282875,0.03147463245582598,0.023466871481130094,0.008664150188757285,0.0030089519960100177,0.656134732447381,0.24795797002887818,0.9607106912283557,1.19938932843302,1.0916149327646791,0.9574165215748226,1.1599357853253425,0.9828064069241877,14.0
S001899,structural_proliferation,proliferation,3,1920266525,56.0,60,4,8,10,15,12,0.013761435624991832,0.03564974398137337,0.14143738418751328,0.05304685536561868,0.18906890110653712,0.2001736826225509,0.15230276937628645,0.07468691286569834,0.05552611235316358,0.04554495715915422,0.031168054300882677,0.0040951309863928595,0.6284989075705707,0.11541108007546802,1.15351784181787,0.9839148655061135,1.0909301224982249,1.3348533572817438,0.8701513216703216,0.8254047932870417,14.0
S001900,structural_proliferation,proliferation,3,1921266528,56.0,60,4,8,10,15,12,0.024259175701838855,0.07069774212995944,0.24119925815823728,0.01924072948844067,0.16416666551457493,0.18296957522112356,0.15656151505693056,0.10553790761965545,0.05996085464858603,0.06940821265130513,0.018907111848630927,0.0016296698092321234,0.5904877767630674,0.14515166429799545,1.136377064753422,1.0966021912721589,1.4600591918604688,1.3207943399135256,1.2696069481137076,0.7556952936566766,14.0
S001901,structural_proliferation,proliferation,3,1922266531,56.0,60,4,8,10,15,12,0.013998013352439656,0.03830801920644256,0.30733087345479176,0.016967148404812303,0.15585829842240975,0.21790019759123147,0.09320581343878812,0.07297619517806525,0.04906365217081428,0.05316376227444764,0.01027604369132066,0.0015611784168333075,0.7238342725176901,0.38188627458893476,1.2920289438560453,1.0751892513391252,1.0332249700208809,1.2810844208479706,1.1964675934214515,0.9219956511167283,14.0
S001902,structural_proliferation,proliferation,3,1923266534,56.0,60,4,8,10,15,12,0.012386048547067641,0.048449945985127,0.22103627349127047,0.022712791408268273,0.1223853379406801,0.21893881593744463,0.06097051262057429,0.08759617009335224,0.0549235438353488,0.07599427177579571,0.023039841030019718,0.002607255805145709,0.5213832083768818,0.4461365188944765,0.9725734928495938,1.027367271502296,0.9909955143042501,1.2352763541552765,1.0277715291122196,0.7627799823538323,14.0
